x, y, z, alpha, beta, gamma, zero
-0.0472715, -0.0553038, 0.608455, -2.00638, 0.0372802, 2.43306, 0
-0.0472781, -0.0553044, 0.608454, -2.0064, 0.0372807, 2.43305, 0
-0.0472848, -0.055305, 0.608454, -2.00642, 0.0372812, 2.43305, 0
-0.0472913, -0.0553057, 0.608454, -2.00644, 0.0372816, 2.43304, 0
-0.0472978, -0.0553063, 0.608454, -2.00646, 0.0372821, 2.43303, 0
-0.0473042, -0.0553069, 0.608454, -2.00649, 0.0372826, 2.43302, 0
-0.0473106, -0.0553076, 0.608454, -2.00651, 0.0372831, 2.43302, 0
-0.0473169, -0.0553082, 0.608454, -2.00653, 0.0372835, 2.43301, 0
-0.0473231, -0.0553088, 0.608453, -2.00655, 0.037284, 2.433, 0
-0.0473293, -0.0553094, 0.608453, -2.00657, 0.0372844, 2.43299, 0
-0.0473354, -0.05531, 0.608453, -2.00659, 0.0372849, 2.43299, 0
-0.0473414, -0.0553106, 0.608453, -2.00661, 0.0372853, 2.43298, 0
-0.0473474, -0.0553112, 0.608453, -2.00663, 0.0372858, 2.43297, 0
-0.0473533, -0.0553117, 0.608453, -2.00665, 0.0372862, 2.43297, 0
-0.0473592, -0.0553123, 0.608453, -2.00667, 0.0372866, 2.43296, 0
-0.047365, -0.0553129, 0.608453, -2.00669, 0.0372871, 2.43295, 0
-0.0473708, -0.0553134, 0.608452, -2.00671, 0.0372875, 2.43295, 0
-0.0473765, -0.055314, 0.608452, -2.00673, 0.0372879, 2.43294, 0
-0.0473821, -0.0553145, 0.608452, -2.00675, 0.0372883, 2.43293, 0
-0.0473877, -0.0553151, 0.608452, -2.00676, 0.0372887, 2.43293, 0
-0.0473932, -0.0553156, 0.608452, -2.00678, 0.0372891, 2.43292, 0
-0.0473987, -0.0553162, 0.608452, -2.0068, 0.0372895, 2.43291, 0
-0.0474041, -0.0553167, 0.608452, -2.00682, 0.0372899, 2.43291, 0
-0.0474094, -0.0553172, 0.608452, -2.00684, 0.0372903, 2.4329, 0
-0.0474147, -0.0553177, 0.608451, -2.00685, 0.0372907, 2.43289, 0
-0.04742, -0.0553182, 0.608451, -2.00687, 0.0372911, 2.43289, 0
-0.0474252, -0.0553187, 0.608451, -2.00689, 0.0372915, 2.43288, 0
-0.0474303, -0.0553192, 0.608451, -2.00691, 0.0372919, 2.43288, 0
-0.0474354, -0.0553197, 0.608451, -2.00692, 0.0372922, 2.43287, 0
-0.0474405, -0.0553202, 0.608451, -2.00694, 0.0372926, 2.43286, 0
-0.0474455, -0.0553207, 0.608451, -2.00696, 0.037293, 2.43286, 0
-0.0474504, -0.0553212, 0.608451, -2.00697, 0.0372933, 2.43285, 0
-0.0474553, -0.0553217, 0.608451, -2.00699, 0.0372937, 2.43285, 0
-0.0474602, -0.0553222, 0.608451, -2.00701, 0.0372941, 2.43284, 0
-0.047465, -0.0553226, 0.60845, -2.00702, 0.0372944, 2.43283, 0
-0.0474697, -0.0553231, 0.60845, -2.00704, 0.0372948, 2.43283, 0
-0.0474744, -0.0553235, 0.60845, -2.00705, 0.0372951, 2.43282, 0
-0.0474791, -0.055324, 0.60845, -2.00707, 0.0372954, 2.43282, 0
-0.0474837, -0.0553244, 0.60845, -2.00708, 0.0372958, 2.43281, 0
-0.0474882, -0.0553249, 0.60845, -2.0071, 0.0372961, 2.43281, 0
-0.0474928, -0.0553253, 0.60845, -2.00711, 0.0372964, 2.4328, 0
-0.0474972, -0.0553258, 0.60845, -2.00713, 0.0372968, 2.4328, 0
-0.0475017, -0.0553262, 0.60845, -2.00714, 0.0372971, 2.43279, 0
-0.047506, -0.0553266, 0.60845, -2.00716, 0.0372974, 2.43279, 0
-0.0475104, -0.0553271, 0.608449, -2.00717, 0.0372977, 2.43278, 0
-0.0475147, -0.0553275, 0.608449, -2.00719, 0.0372981, 2.43278, 0
-0.0475189, -0.0553279, 0.608449, -2.0072, 0.0372984, 2.43277, 0
-0.0475231, -0.0553283, 0.608449, -2.00722, 0.0372987, 2.43277, 0
-0.0475273, -0.0553287, 0.608449, -2.00723, 0.037299, 2.43276, 0
-0.0475314, -0.0553291, 0.608449, -2.00724, 0.0372993, 2.43276, 0
-0.0475355, -0.0553295, 0.608449, -2.00726, 0.0372996, 2.43275, 0
-0.0475396, -0.0553299, 0.608449, -2.00727, 0.0372999, 2.43275, 0
-0.0475436, -0.0553303, 0.608449, -2.00728, 0.0373002, 2.43274, 0
-0.0475475, -0.0553307, 0.608449, -2.0073, 0.0373005, 2.43274, 0
-0.0475515, -0.0553311, 0.608449, -2.00731, 0.0373008, 2.43273, 0
-0.0475553, -0.0553314, 0.608448, -2.00732, 0.037301, 2.43273, 0
-0.0475592, -0.0553318, 0.608448, -2.00734, 0.0373013, 2.43272, 0
-0.047563, -0.0553322, 0.608448, -2.00735, 0.0373016, 2.43272, 0
-0.0475668, -0.0553326, 0.608448, -2.00736, 0.0373019, 2.43272, 0
-0.0475705, -0.0553329, 0.608448, -2.00737, 0.0373022, 2.43271, 0
-0.0475742, -0.0553333, 0.608448, -2.00739, 0.0373024, 2.43271, 0
-0.0475778, -0.0553336, 0.608448, -2.0074, 0.0373027, 2.4327, 0
-0.0475815, -0.055334, 0.608448, -2.00741, 0.037303, 2.4327, 0
-0.0475851, -0.0553343, 0.608448, -2.00742, 0.0373032, 2.43269, 0
-0.0475886, -0.0553347, 0.608448, -2.00743, 0.0373035, 2.43269, 0
-0.0475921, -0.055335, 0.608448, -2.00745, 0.0373037, 2.43269, 0
-0.0475956, -0.0553354, 0.608448, -2.00746, 0.037304, 2.43268, 0
-0.047599, -0.0553357, 0.608448, -2.00747, 0.0373043, 2.43268, 0
-0.0476024, -0.055336, 0.608447, -2.00748, 0.0373045, 2.43267, 0
-0.0476058, -0.0553364, 0.608447, -2.00749, 0.0373048, 2.43267, 0
-0.0476092, -0.0553367, 0.608447, -2.0075, 0.037305, 2.43267, 0
-0.0476125, -0.055337, 0.608447, -2.00751, 0.0373052, 2.43266, 0
-0.0476157, -0.0553373, 0.608447, -2.00752, 0.0373055, 2.43266, 0
-0.047619, -0.0553376, 0.608447, -2.00754, 0.0373057, 2.43265, 0
-0.0476222, -0.055338, 0.608447, -2.00755, 0.037306, 2.43265, 0
-0.0476254, -0.0553383, 0.608447, -2.00756, 0.0373062, 2.43265, 0
-0.0476285, -0.0553386, 0.608447, -2.00757, 0.0373064, 2.43264, 0
-0.0476316, -0.0553389, 0.608447, -2.00758, 0.0373067, 2.43264, 0
-0.0476347, -0.0553392, 0.608447, -2.00759, 0.0373069, 2.43264, 0
-0.0476378, -0.0553395, 0.608447, -2.0076, 0.0373071, 2.43263, 0
-0.0476408, -0.0553398, 0.608447, -2.00761, 0.0373073, 2.43263, 0
-0.0476438, -0.0553401, 0.608447, -2.00762, 0.0373075, 2.43263, 0
-0.0476468, -0.0553404, 0.608447, -2.00763, 0.0373078, 2.43262, 0
-0.0476497, -0.0553406, 0.608446, -2.00764, 0.037308, 2.43262, 0
-0.0476526, -0.0553409, 0.608446, -2.00765, 0.0373082, 2.43261, 0
-0.0476555, -0.0553412, 0.608446, -2.00766, 0.0373084, 2.43261, 0
-0.0476583, -0.0553415, 0.608446, -2.00767, 0.0373086, 2.43261, 0
-0.0476611, -0.0553418, 0.608446, -2.00768, 0.0373088, 2.4326, 0
-0.0476639, -0.055342, 0.608446, -2.00768, 0.037309, 2.4326, 0
-0.0476667, -0.0553423, 0.608446, -2.00769, 0.0373092, 2.4326, 0
-0.0476694, -0.0553426, 0.608446, -2.0077, 0.0373094, 2.4326, 0
-0.0476721, -0.0553428, 0.608446, -2.00771, 0.0373096, 2.43259, 0
-0.0476748, -0.0553431, 0.608446, -2.00772, 0.0373098, 2.43259, 0
-0.0476774, -0.0553433, 0.608446, -2.00773, 0.03731, 2.43259, 0
-0.0476801, -0.0553436, 0.608446, -2.00774, 0.0373102, 2.43258, 0
-0.0476827, -0.0553439, 0.608446, -2.00775, 0.0373104, 2.43258, 0
-0.0476852, -0.0553441, 0.608446, -2.00776, 0.0373106, 2.43258, 0
-0.0476878, -0.0553444, 0.608446, -2.00776, 0.0373108, 2.43257, 0
-0.0476903, -0.0553446, 0.608446, -2.00777, 0.037311, 2.43257, 0
-0.0476928, -0.0553448, 0.608446, -2.00778, 0.0373111, 2.43257, 0
-0.0476953, -0.0553451, 0.608445, -2.00779, 0.0373113, 2.43256, 0
-0.0476977, -0.0553453, 0.608445, -2.0078, 0.0373115, 2.43256, 0
-0.0477001, -0.0553456, 0.608445, -2.00781, 0.0373117, 2.43256, 0
-0.0477025, -0.0553458, 0.608445, -2.00781, 0.0373119, 2.43256, 0
-0.0477049, -0.055346, 0.608445, -2.00782, 0.037312, 2.43255, 0
-0.0477073, -0.0553463, 0.608445, -2.00783, 0.0373122, 2.43255, 0
-0.0477096, -0.0553465, 0.608445, -2.00784, 0.0373124, 2.43255, 0
-0.0477119, -0.0553467, 0.608445, -2.00784, 0.0373125, 2.43255, 0
-0.0477142, -0.0553469, 0.608445, -2.00785, 0.0373127, 2.43254, 0
-0.0477164, -0.0553472, 0.608445, -2.00786, 0.0373129, 2.43254, 0
-0.0477187, -0.0553474, 0.608445, -2.00787, 0.037313, 2.43254, 0
-0.0477209, -0.0553476, 0.608445, -2.00787, 0.0373132, 2.43253, 0
-0.0477231, -0.0553478, 0.608445, -2.00788, 0.0373134, 2.43253, 0
-0.0477252, -0.055348, 0.608445, -2.00789, 0.0373135, 2.43253, 0
-0.0477274, -0.0553482, 0.608445, -2.0079, 0.0373137, 2.43253, 0
-0.0477295, -0.0553484, 0.608445, -2.0079, 0.0373138, 2.43252, 0
-0.0477316, -0.0553486, 0.608445, -2.00791, 0.037314, 2.43252, 0
-0.0477337, -0.0553488, 0.608445, -2.00792, 0.0373141, 2.43252, 0
-0.0477358, -0.055349, 0.608445, -2.00792, 0.0373143, 2.43252, 0
-0.0477378, -0.0553492, 0.608445, -2.00793, 0.0373145, 2.43251, 0
-0.0477398, -0.0553494, 0.608445, -2.00794, 0.0373146, 2.43251, 0
-0.0477418, -0.0553496, 0.608444, -2.00794, 0.0373147, 2.43251, 0
-0.0477438, -0.0553498, 0.608444, -2.00795, 0.0373149, 2.43251, 0
-0.0477458, -0.05535, 0.608444, -2.00796, 0.037315, 2.43251, 0
-0.0477477, -0.0553502, 0.608444, -2.00796, 0.0373152, 2.4325, 0
-0.0477496, -0.0553504, 0.608444, -2.00797, 0.0373153, 2.4325, 0
-0.0477515, -0.0553506, 0.608444, -2.00798, 0.0373155, 2.4325, 0
-0.0477534, -0.0553508, 0.608444, -2.00798, 0.0373156, 2.4325, 0
-0.0477553, -0.0553509, 0.608444, -2.00799, 0.0373157, 2.43249, 0
-0.0477571, -0.0553511, 0.608444, -2.008, 0.0373159, 2.43249, 0
-0.047759, -0.0553513, 0.608444, -2.008, 0.037316, 2.43249, 0
-0.0477608, -0.0553515, 0.608444, -2.00801, 0.0373161, 2.43249, 0
-0.0477626, -0.0553517, 0.608444, -2.00801, 0.0373163, 2.43249, 0
-0.0477643, -0.0553518, 0.608444, -2.00802, 0.0373164, 2.43248, 0
-0.0477661, -0.055352, 0.608444, -2.00803, 0.0373165, 2.43248, 0
-0.0477678, -0.0553522, 0.608444, -2.00803, 0.0373167, 2.43248, 0
-0.0477696, -0.0553523, 0.608444, -2.00804, 0.0373168, 2.43248, 0
-0.0477713, -0.0553525, 0.608444, -2.00804, 0.0373169, 2.43248, 0
-0.047773, -0.0553527, 0.608444, -2.00805, 0.037317, 2.43247, 0
-0.0477746, -0.0553528, 0.608444, -2.00805, 0.0373172, 2.43247, 0
-0.0477763, -0.055353, 0.608444, -2.00806, 0.0373173, 2.43247, 0
-0.0477779, -0.0553531, 0.608444, -2.00806, 0.0373174, 2.43247, 0
-0.0477795, -0.0553533, 0.608444, -2.00807, 0.0373175, 2.43247, 0
-0.0477811, -0.0553535, 0.608444, -2.00808, 0.0373176, 2.43246, 0
-0.0477827, -0.0553536, 0.608444, -2.00808, 0.0373178, 2.43246, 0
-0.0477843, -0.0553538, 0.608444, -2.00809, 0.0373179, 2.43246, 0
-0.0477859, -0.0553539, 0.608444, -2.00809, 0.037318, 2.43246, 0
-0.0477874, -0.0553541, 0.608444, -2.0081, 0.0373181, 2.43246, 0
-0.0477889, -0.0553542, 0.608443, -2.0081, 0.0373182, 2.43246, 0
-0.0477904, -0.0553544, 0.608443, -2.00811, 0.0373183, 2.43245, 0
-0.0477919, -0.0553545, 0.608443, -2.00811, 0.0373184, 2.43245, 0
-0.0477934, -0.0553547, 0.608443, -2.00812, 0.0373185, 2.43245, 0
-0.0477949, -0.0553548, 0.608443, -2.00812, 0.0373186, 2.43245, 0
-0.0477963, -0.0553549, 0.608443, -2.00813, 0.0373188, 2.43245, 0
-0.0477978, -0.0553551, 0.608443, -2.00813, 0.0373189, 2.43244, 0
-0.0477992, -0.0553552, 0.608443, -2.00814, 0.037319, 2.43244, 0
-0.0478006, -0.0553554, 0.608443, -2.00814, 0.0373191, 2.43244, 0
-0.047802, -0.0553555, 0.608443, -2.00814, 0.0373192, 2.43244, 0
-0.0478034, -0.0553556, 0.608443, -2.00815, 0.0373193, 2.43244, 0
-0.0478047, -0.0553558, 0.608443, -2.00815, 0.0373194, 2.43244, 0
-0.0478061, -0.0553559, 0.608443, -2.00816, 0.0373195, 2.43243, 0
-0.0478074, -0.055356, 0.608443, -2.00816, 0.0373196, 2.43243, 0
-0.0478088, -0.0553562, 0.608443, -2.00817, 0.0373197, 2.43243, 0
-0.0478101, -0.0553563, 0.608443, -2.00817, 0.0373198, 2.43243, 0
-0.0478114, -0.0553564, 0.608443, -2.00818, 0.0373199, 2.43243, 0
-0.0478126, -0.0553565, 0.608443, -2.00818, 0.0373199, 2.43243, 0
-0.0478139, -0.0553567, 0.608443, -2.00818, 0.03732, 2.43243, 0
-0.0478152, -0.0553568, 0.608443, -2.00819, 0.0373201, 2.43242, 0
-0.0478164, -0.0553569, 0.608443, -2.00819, 0.0373202, 2.43242, 0
-0.0478177, -0.055357, 0.608443, -2.0082, 0.0373203, 2.43242, 0
-0.0478189, -0.0553571, 0.608443, -2.0082, 0.0373204, 2.43242, 0
-0.0478201, -0.0553573, 0.608443, -2.00821, 0.0373205, 2.43242, 0
-0.0478213, -0.0553574, 0.608443, -2.00821, 0.0373206, 2.43242, 0
-0.0478225, -0.0553575, 0.608443, -2.00821, 0.0373207, 2.43242, 0
-0.0478237, -0.0553576, 0.608443, -2.00822, 0.0373208, 2.43241, 0
-0.0478248, -0.0553577, 0.608443, -2.00822, 0.0373208, 2.43241, 0
-0.047826, -0.0553578, 0.608443, -2.00822, 0.0373209, 2.43241, 0
-0.0478271, -0.0553579, 0.608443, -2.00823, 0.037321, 2.43241, 0
-0.0478282, -0.0553581, 0.608443, -2.00823, 0.0373211, 2.43241, 0
-0.0478294, -0.0553582, 0.608443, -2.00824, 0.0373212, 2.43241, 0
-0.0478305, -0.0553583, 0.608443, -2.00824, 0.0373213, 2.43241, 0
-0.0478316, -0.0553584, 0.608443, -2.00824, 0.0373213, 2.43241, 0
-0.0478326, -0.0553585, 0.608443, -2.00825, 0.0373214, 2.4324, 0
-0.0478337, -0.0553586, 0.608443, -2.00825, 0.0373215, 2.4324, 0
-0.0478348, -0.0553587, 0.608443, -2.00825, 0.0373216, 2.4324, 0
-0.0478358, -0.0553588, 0.608442, -2.00826, 0.0373217, 2.4324, 0
-0.0478369, -0.0553589, 0.608442, -2.00826, 0.0373217, 2.4324, 0
-0.0478379, -0.055359, 0.608442, -2.00826, 0.0373218, 2.4324, 0
-0.0478389, -0.0553591, 0.608442, -2.00827, 0.0373219, 2.4324, 0
-0.0478399, -0.0553592, 0.608442, -2.00827, 0.037322, 2.4324, 0
-0.0478409, -0.0553593, 0.608442, -2.00827, 0.037322, 2.43239, 0
-0.0478419, -0.0553594, 0.608442, -2.00828, 0.0373221, 2.43239, 0
-0.0478429, -0.0553595, 0.608442, -2.00828, 0.0373222, 2.43239, 0
-0.0478439, -0.0553596, 0.608442, -2.00828, 0.0373222, 2.43239, 0
-0.0478448, -0.0553597, 0.608442, -2.00829, 0.0373223, 2.43239, 0
-0.0478458, -0.0553598, 0.608442, -2.00829, 0.0373224, 2.43239, 0
-0.0478467, -0.0553599, 0.608442, -2.00829, 0.0373225, 2.43239, 0
-0.0478477, -0.05536, 0.608442, -2.0083, 0.0373225, 2.43239, 0
-0.0478486, -0.05536, 0.608442, -2.0083, 0.0373226, 2.43239, 0
-0.0478495, -0.0553601, 0.608442, -2.0083, 0.0373227, 2.43238, 0
-0.0478504, -0.0553602, 0.608442, -2.00831, 0.0373227, 2.43238, 0
-0.0478513, -0.0553603, 0.608442, -2.00831, 0.0373228, 2.43238, 0
-0.0478522, -0.0553604, 0.608442, -2.00831, 0.0373229, 2.43238, 0
-0.0478531, -0.0553605, 0.608442, -2.00832, 0.0373229, 2.43238, 0
-0.0478539, -0.0553606, 0.608442, -2.00832, 0.037323, 2.43238, 0
-0.0478548, -0.0553606, 0.608442, -2.00832, 0.037323, 2.43238, 0
-0.0478556, -0.0553607, 0.608442, -2.00832, 0.0373231, 2.43238, 0
-0.0478565, -0.0553608, 0.608442, -2.00833, 0.0373232, 2.43238, 0
-0.0478573, -0.0553609, 0.608442, -2.00833, 0.0373232, 2.43237, 0
-0.0478582, -0.055361, 0.608442, -2.00833, 0.0373233, 2.43237, 0
-0.047859, -0.0553611, 0.608442, -2.00833, 0.0373234, 2.43237, 0
-0.0478598, -0.0553611, 0.608442, -2.00834, 0.0373234, 2.43237, 0
-0.0478606, -0.0553612, 0.608442, -2.00834, 0.0373235, 2.43237, 0
-0.0478614, -0.0553613, 0.608442, -2.00834, 0.0373235, 2.43237, 0
-0.0478622, -0.0553614, 0.608442, -2.00835, 0.0373236, 2.43237, 0
-0.0478629, -0.0553614, 0.608442, -2.00835, 0.0373236, 2.43237, 0
-0.0478637, -0.0553615, 0.608442, -2.00835, 0.0373237, 2.43237, 0
-0.0478645, -0.0553616, 0.608442, -2.00835, 0.0373238, 2.43237, 0
-0.0478652, -0.0553617, 0.608442, -2.00836, 0.0373238, 2.43237, 0
-0.047866, -0.0553617, 0.608442, -2.00836, 0.0373239, 2.43236, 0
-0.0478667, -0.0553618, 0.608442, -2.00836, 0.0373239, 2.43236, 0
-0.0478674, -0.0553619, 0.608442, -2.00836, 0.037324, 2.43236, 0
-0.0478682, -0.055362, 0.608442, -2.00837, 0.037324, 2.43236, 0
-0.0478689, -0.055362, 0.608442, -2.00837, 0.0373241, 2.43236, 0
-0.0478696, -0.0553621, 0.608442, -2.00837, 0.0373241, 2.43236, 0
-0.0478703, -0.0553622, 0.608442, -2.00837, 0.0373242, 2.43236, 0
-0.047871, -0.0553622, 0.608442, -2.00837, 0.0373242, 2.43236, 0
-0.0478717, -0.0553623, 0.608442, -2.00838, 0.0373243, 2.43236, 0
-0.0478724, -0.0553624, 0.608442, -2.00838, 0.0373243, 2.43236, 0
-0.0478731, -0.0553624, 0.608442, -2.00838, 0.0373244, 2.43236, 0
-0.0478737, -0.0553625, 0.608442, -2.00838, 0.0373244, 2.43236, 0
-0.0478744, -0.0553626, 0.608442, -2.00839, 0.0373245, 2.43235, 0
-0.047875, -0.0553626, 0.608442, -2.00839, 0.0373245, 2.43235, 0
-0.0478757, -0.0553627, 0.608442, -2.00839, 0.0373246, 2.43235, 0
-0.0478763, -0.0553627, 0.608442, -2.00839, 0.0373246, 2.43235, 0
-0.047877, -0.0553628, 0.608442, -2.00839, 0.0373247, 2.43235, 0
-0.0478776, -0.0553629, 0.608442, -2.0084, 0.0373247, 2.43235, 0
-0.0478782, -0.0553629, 0.608442, -2.0084, 0.0373248, 2.43235, 0
-0.0478788, -0.055363, 0.608442, -2.0084, 0.0373248, 2.43235, 0
-0.0478795, -0.0553631, 0.608442, -2.0084, 0.0373249, 2.43235, 0
-0.0478801, -0.0553631, 0.608442, -2.0084, 0.0373249, 2.43235, 0
-0.0478807, -0.0553632, 0.608442, -2.00841, 0.0373249, 2.43235, 0
-0.0478812, -0.0553632, 0.608442, -2.00841, 0.037325, 2.43235, 0
-0.0478818, -0.0553633, 0.608441, -2.00841, 0.037325, 2.43235, 0
-0.0478824, -0.0553633, 0.608441, -2.00841, 0.0373251, 2.43235, 0
-0.047883, -0.0553634, 0.608441, -2.00841, 0.0373251, 2.43234, 0
-0.0478836, -0.0553635, 0.608441, -2.00842, 0.0373252, 2.43234, 0
-0.0478841, -0.0553635, 0.608441, -2.00842, 0.0373252, 2.43234, 0
-0.0478847, -0.0553636, 0.608441, -2.00842, 0.0373252, 2.43234, 0
-0.0478852, -0.0553636, 0.608441, -2.00842, 0.0373253, 2.43234, 0
-0.0478858, -0.0553637, 0.608441, -2.00842, 0.0373253, 2.43234, 0
-0.0478863, -0.0553637, 0.608441, -2.00843, 0.0373254, 2.43234, 0
-0.0478869, -0.0553638, 0.608441, -2.00843, 0.0373254, 2.43234, 0
-0.0478874, -0.0553638, 0.608441, -2.00843, 0.0373254, 2.43234, 0
-0.0478879, -0.0553639, 0.608441, -2.00843, 0.0373255, 2.43234, 0
-0.0478884, -0.0553639, 0.608441, -2.00843, 0.0373255, 2.43234, 0
-0.047889, -0.055364, 0.608441, -2.00843, 0.0373256, 2.43234, 0
-0.0478895, -0.055364, 0.608441, -2.00844, 0.0373256, 2.43234, 0
-0.04789, -0.0553641, 0.608441, -2.00844, 0.0373256, 2.43234, 0
-0.0478905, -0.0553641, 0.608441, -2.00844, 0.0373257, 2.43234, 0
-0.047891, -0.0553642, 0.608441, -2.00844, 0.0373257, 2.43234, 0
-0.0478915, -0.0553642, 0.608441, -2.00844, 0.0373257, 2.43233, 0
-0.0478919, -0.0553643, 0.608441, -2.00844, 0.0373258, 2.43233, 0
-0.0478924, -0.0553643, 0.608441, -2.00845, 0.0373258, 2.43233, 0
-0.0478929, -0.0553644, 0.608441, -2.00845, 0.0373258, 2.43233, 0
-0.0478934, -0.0553644, 0.608441, -2.00845, 0.0373259, 2.43233, 0
-0.0478938, -0.0553645, 0.608441, -2.00845, 0.0373259, 2.43233, 0
-0.0478943, -0.0553645, 0.608441, -2.00845, 0.0373259, 2.43233, 0
-0.0478948, -0.0553645, 0.608441, -2.00845, 0.037326, 2.43233, 0
-0.0478952, -0.0553646, 0.608441, -2.00846, 0.037326, 2.43233, 0
-0.0478957, -0.0553646, 0.608441, -2.00846, 0.037326, 2.43233, 0
-0.0478961, -0.0553647, 0.608441, -2.00846, 0.0373261, 2.43233, 0
-0.0478965, -0.0553647, 0.608441, -2.00846, 0.0373261, 2.43233, 0
-0.047897, -0.0553648, 0.608441, -2.00846, 0.0373261, 2.43233, 0
-0.0478974, -0.0553648, 0.608441, -2.00846, 0.0373262, 2.43233, 0
-0.0478978, -0.0553648, 0.608441, -2.00846, 0.0373262, 2.43233, 0
-0.0478982, -0.0553649, 0.608441, -2.00847, 0.0373262, 2.43233, 0
-0.0478987, -0.0553649, 0.608441, -2.00847, 0.0373263, 2.43233, 0
-0.0478991, -0.055365, 0.608441, -2.00847, 0.0373263, 2.43233, 0
-0.0478995, -0.055365, 0.608441, -2.00847, 0.0373263, 2.43233, 0
-0.0478999, -0.055365, 0.608441, -2.00847, 0.0373264, 2.43232, 0
-0.0479003, -0.0553651, 0.608441, -2.00847, 0.0373264, 2.43232, 0
-0.0479007, -0.0553651, 0.608441, -2.00847, 0.0373264, 2.43232, 0
-0.0479011, -0.0553652, 0.608441, -2.00848, 0.0373264, 2.43232, 0
-0.0479015, -0.0553652, 0.608441, -2.00848, 0.0373265, 2.43232, 0
-0.0479019, -0.0553652, 0.608441, -2.00848, 0.0373265, 2.43232, 0
-0.0479022, -0.0553653, 0.608441, -2.00848, 0.0373265, 2.43232, 0
-0.0479026, -0.0553653, 0.608441, -2.00848, 0.0373266, 2.43232, 0
-0.047903, -0.0553653, 0.608441, -2.00848, 0.0373266, 2.43232, 0
-0.0479034, -0.0553654, 0.608441, -2.00848, 0.0373266, 2.43232, 0
-0.0479037, -0.0553654, 0.608441, -2.00848, 0.0373266, 2.43232, 0
-0.0479041, -0.0553655, 0.608441, -2.00849, 0.0373267, 2.43232, 0
-0.0479044, -0.0553655, 0.608441, -2.00849, 0.0373267, 2.43232, 0
-0.0479048, -0.0553655, 0.608441, -2.00849, 0.0373267, 2.43232, 0
-0.0479052, -0.0553656, 0.608441, -2.00849, 0.0373267, 2.43232, 0
-0.0479055, -0.0553656, 0.608441, -2.00849, 0.0373268, 2.43232, 0
-0.0479058, -0.0553656, 0.608441, -2.00849, 0.0373268, 2.43232, 0
-0.0479062, -0.0553657, 0.608441, -2.00849, 0.0373268, 2.43232, 0
-0.0479065, -0.0553657, 0.608441, -2.00849, 0.0373268, 2.43232, 0
-0.0479069, -0.0553657, 0.608441, -2.00849, 0.0373269, 2.43232, 0
-0.0479072, -0.0553658, 0.608441, -2.0085, 0.0373269, 2.43232, 0
-0.0479075, -0.0553658, 0.608441, -2.0085, 0.0373269, 2.43232, 0
-0.0479078, -0.0553658, 0.608441, -2.0085, 0.0373269, 2.43232, 0
-0.0479082, -0.0553659, 0.608441, -2.0085, 0.037327, 2.43232, 0
-0.0479085, -0.0553659, 0.608441, -2.0085, 0.037327, 2.43231, 0
-0.0479088, -0.0553659, 0.608441, -2.0085, 0.037327, 2.43231, 0
-0.0479091, -0.0553659, 0.608441, -2.0085, 0.037327, 2.43231, 0
-0.0479094, -0.055366, 0.608441, -2.0085, 0.0373271, 2.43231, 0
-0.0479097, -0.055366, 0.608441, -2.0085, 0.0373271, 2.43231, 0
-0.04791, -0.055366, 0.608441, -2.0085, 0.0373271, 2.43231, 0
-0.0479103, -0.0553661, 0.608441, -2.00851, 0.0373271, 2.43231, 0
-0.0479106, -0.0553661, 0.608441, -2.00851, 0.0373271, 2.43231, 0
-0.0479109, -0.0553661, 0.608441, -2.00851, 0.0373272, 2.43231, 0
-0.0479112, -0.0553661, 0.608441, -2.00851, 0.0373272, 2.43231, 0
-0.0479115, -0.0553662, 0.608441, -2.00851, 0.0373272, 2.43231, 0
-0.0479118, -0.0553662, 0.608441, -2.00851, 0.0373272, 2.43231, 0
-0.0479121, -0.0553662, 0.608441, -2.00851, 0.0373273, 2.43231, 0
-0.0479123, -0.0553663, 0.608441, -2.00851, 0.0373273, 2.43231, 0
-0.0479126, -0.0553663, 0.608441, -2.00851, 0.0373273, 2.43231, 0
-0.0479129, -0.0553663, 0.608441, -2.00851, 0.0373273, 2.43231, 0
-0.0479132, -0.0553663, 0.608441, -2.00852, 0.0373273, 2.43231, 0
-0.0479134, -0.0553664, 0.608441, -2.00852, 0.0373274, 2.43231, 0
-0.0479137, -0.0553664, 0.608441, -2.00852, 0.0373274, 2.43231, 0
-0.047914, -0.0553664, 0.608441, -2.00852, 0.0373274, 2.43231, 0
